continent,country_name,iso3c,taxa,year,n_by_country_taxa,n_by_country,centroid_lon,centroid_lat
Oceania,Australia,AUS,Bird,2011,117,6542,133,-27
Oceania,Australia,AUS,Coral,2011,4562,6542,133,-27
Oceania,Australia,AUS,Fish,2011,279,6542,133,-27
Oceania,Australia,AUS,Other,2011,84,6542,133,-27
Europe,United Kingdom,GBR,Fish,2011,105,6657,-2,54
Oceania,New Zealand,NZL,Bird,2011,107,3241,174,-41
Americas,Trinidad & Tobago,TTO,Coral,2011,1,350,-61,11
Americas,Trinidad & Tobago,TTO,Shell,2011,2,350,-61,11
Americas,Ecuador,ECU,Amphibian,2011,52,825,-78.497,-1.385
Americas,French Guiana,GUF,Insect,2011,3,5,-53.241,3.924
Oceania,Tonga,TON,Fish,2011,21,1461,-175,-20
Oceania,Tonga,TON,Other,2011,29,1461,-175,-20
Oceania,Tonga,TON,Shell,2011,35,1461,-175,-20
Oceania,Tonga,TON,Coral,2011,1367,1461,-175,-20
Asia,Philippines,PHL,Coral,2011,358,23898,122,13
Oceania,Solomon Islands,SLB,Coral,2011,1249,1367,159,-8
Asia,Malaysia,MYS,Other,2011,48,1356,112.5,2.5
Americas,Mexico,MEX,Amphibian,2011,134,14150,-102,23
Americas,Mexico,MEX,Crustacean,2011,138,14150,-102,23
Americas,Mexico,MEX,Other,2011,70,14150,-102,23
Americas,Mexico,MEX,Insect,2011,57,14150,-102,23
Americas,Mexico,MEX,Annelid,2011,38,14150,-102,23
Europe,Serbia,SRB,Bird,2011,1,4,20.806,44.032
Oceania,Micronesia (Federated States of),FSM,Coral,2011,50,199,158.235,6.883
Africa,Nigeria,NGA,Mammal,2011,31,327,8,10
Asia,Philippines,PHL,Mammal,2011,250,23898,122,13
Asia,Hong Kong SAR China,HKG,Spider,2011,25,25336,114.129,22.423
Asia,Hong Kong SAR China,HKG,Insect,2011,88,25336,114.129,22.423
Europe,Germany,DEU,Fish,2011,321,3840,9,51
Europe,Denmark,DNK,Mammal,2011,82,219,10,56
Americas,Honduras,HND,Shell,2011,24,77,-86.5,15
Africa,Morocco,MAR,Shell,2011,19,27,-5,32
Africa,Botswana,BWA,Mammal,2011,545,573,23.815,-22.182
Asia,Uzbekistan,UZB,Bird,2011,35,53,63.17,41.75
Americas,Bahamas,BHS,Echinoderms,2011,3,165,-76,24.25
Americas,Haiti,HTI,Shell,2011,163,940,-72.4166666667,19
Americas,Peru,PER,Crustacean,2011,5,1971,-75.552,-9.326
Americas,Dominican Republic,DOM,Fish,2011,73,325,-70.6666666667,19
Americas,Dominican Republic,DOM,Other,2011,62,325,-70.6666666667,19
Americas,Dominican Republic,DOM,Crustacean,2011,68,325,-70.6666666667,19
Africa,Kenya,KEN,Shell,2011,37,1482,37.858,0.53
Americas,Belize,BLZ,Shell,2011,111,489,-88.602,17.219
Asia,Indonesia,IDN,Echinoderms,2011,21,44927,114.252,-0.976
Oceania,Micronesia (Federated States of),FSM,Shell,2011,81,199,158.235,6.883
Americas,Nicaragua,NIC,Amphibian,2011,45,481,-85,13
Americas,Nicaragua,NIC,Reptile,2011,162,481,-85,13
Americas,Cayman Islands,CYM,Insect,2011,4,32,-81.198,19.314
Asia,Taiwan,TWN,Insect,2011,114,3649,120.946,23.754
Americas,Bermuda,BMU,Reptile,2011,1,27,-64.75,32.3333333333
Americas,Brazil,BRA,Shell,2011,19,841,-53.089,-10.772
Asia,India,IND,Other,2011,4,2438,79.619,22.881
Asia,Philippines,PHL,Bird,2011,319,23898,122,13
Africa,Liberia,LBR,Fish,2011,50,54,-9.5,6.5
Europe,United Kingdom,GBR,Amphibian,2011,3,6657,-2,54
Asia,Afghanistan,AFG,Mammal,2011,14,70,65.216,33.677
Americas,Chile,CHL,Fish,2011,16,283,-71,-30
Americas,British Virgin Islands,VGB,Shell,2011,4,19,-64.39,18.483
Americas,Ecuador,ECU,Mammal,2011,28,825,-78.497,-1.385
Africa,Senegal,SEN,Bird,2011,71,109,-14.881,15.013
Oceania,French Polynesia,PYF,Fish,2011,60,177,-140,-15
Europe,Belgium,BEL,Mammal,2011,63,432,4.664,50.643
Europe,Spain,ESP,Insect,2011,4,2633,-3.649,40.227
Americas,Brazil,BRA,Reptile,2011,191,841,-53.089,-10.772
Europe,Russia,RUS,Insect,2011,3,188,100,60
Asia,Mongolia,MNG,Mammal,2011,87,188,105,46
Europe,Switzerland,CHE,Insect,2011,237,16480,7.908,46.861
Europe,Austria,AUT,Insect,2011,35,456,13.3333333333,47.3333333333
Africa,Ghana,GHA,Fish,2011,32,712,-1.207,7.96
Africa,Ghana,GHA,Crustacean,2011,8,712,-1.207,7.96
Africa,Ghana,GHA,Other,2011,9,712,-1.207,7.96
Africa,Ghana,GHA,Coral,2011,9,712,-1.207,7.96
Asia,Maldives,MDV,Other,2011,43,97,73,3.25
Europe,Belgium,BEL,Insect,2011,18,432,4.664,50.643
Europe,Sweden,SWE,Bird,2011,33,1052,15,62
Europe,Sweden,SWE,Other,2011,30,1052,15,62
Europe,Czechia,CZE,Mammal,2011,293,416,15.338,49.743
Americas,Venezuela,VEN,Reptile,2011,14,23,-66.166,7.125
Americas,Guyana,GUY,Mammal,2011,84,721,-59,5
Africa,Egypt,EGY,Shell,2011,13,197,30,27
Europe,Russia,RUS,Fish,2011,24,188,100,60
Africa,Ghana,GHA,Mammal,2011,24,712,-1.207,7.96
Africa,Nigeria,NGA,Crustacean,2011,37,327,8,10
Europe,Germany,DEU,Spider,2011,149,3840,9,51
Asia,Taiwan,TWN,Bird,2011,346,3649,120.946,23.754
Americas,Chile,CHL,Mammal,2011,13,283,-71,-30
Americas,Argentina,ARG,Shell,2011,23,877,-65.167,-35.377
Americas,Ecuador,ECU,Spider,2011,1,825,-78.497,-1.385
Americas,Peru,PER,Mammal,2011,74,1971,-75.552,-9.326
Africa,Tanzania,TZA,Amphibian,2011,87,2491,35,-6
Africa,Tanzania,TZA,Spider,2011,35,2491,35,-6
Africa,Zimbabwe,ZWE,Bird,2011,31,3646,29.872,-19
Americas,Canada,CAN,Annelid,2011,92,41148,-95,60
Americas,Canada,CAN,Other,2011,254,41148,-95,60
Americas,Canada,CAN,Spider,2011,74,41148,-95,60
Europe,Czechia,CZE,Fish,2011,27,416,15.338,49.743
Asia,Philippines,PHL,Amphibian,2011,14,23898,122,13
Asia,India,IND,Bird,2011,16,2438,79.619,22.881
Americas,El Salvador,SLV,Reptile,2011,138,338,-88.866,13.736
Americas,Turks & Caicos Islands,TCA,Shell,2011,56,59,-71.95,21.902
Asia,Taiwan,TWN,Spider,2011,5,3649,120.946,23.754
Africa,Ghana,GHA,Shell,2011,8,712,-1.207,7.96
Europe,France,FRA,Insect,2011,69,13318,2,46
Asia,Cambodia,KHM,Reptile,2011,5,57,105,13
Oceania,Marshall Islands,MHL,Coral,2011,159,653,168,9
Africa,Togo,TGO,Spider,2011,29,391,1.081,8.799
Africa,Togo,TGO,Amphibian,2011,43,391,1.081,8.799
Asia,Bangladesh,BGD,Fish,2011,54,80,90,24
Asia,China,CHN,Echinoderms,2011,30,20725,105,35
Americas,Chile,CHL,Spider,2011,24,283,-71,-30
Africa,Guinea,GIN,Shell,2011,2,131,-10,11
Africa,Congo - Kinshasa,COD,Amphibian,2011,19,251,25,0.0166666666667
Africa,Congo - Kinshasa,COD,Reptile,2011,9,251,25,0.0166666666667
Asia,Laos,LAO,Mammal,2011,42,150,102.471,19.905
Oceania,Australia,AUS,Reptile,2011,281,6542,133,-27
Americas,Bermuda,BMU,Crustacean,2011,2,27,-64.75,32.3333333333
Africa,Ghana,GHA,Reptile,2011,435,712,-1.207,7.96
Africa,Ghana,GHA,Spider,2011,64,712,-1.207,7.96
Africa,Cameroon,CMR,Reptile,2011,25,411,12,6
Africa,Cameroon,CMR,Amphibian,2011,24,411,12,6
Americas,Nicaragua,NIC,Shell,2011,82,481,-85,13
Americas,Nicaragua,NIC,Echinoderms,2011,17,481,-85,13
Americas,Nicaragua,NIC,Crustacean,2011,32,481,-85,13
Americas,Nicaragua,NIC,Coral,2011,12,481,-85,13
Americas,Nicaragua,NIC,Fish,2011,34,481,-85,13
Africa,Burundi,BDI,Fish,2011,10,13,30,-3.5
Africa,Madagascar,MDG,Insect,2011,3,536,47,-20
Americas,Brazil,BRA,Bird,2011,43,841,-53.089,-10.772
Americas,Bahamas,BHS,Reptile,2011,17,165,-76,24.25
Asia,Macau SAR China,MAC,Mammal,2011,17,127,113.55,22.1666666667
Oceania,French Polynesia,PYF,Shell,2011,109,177,-140,-15
Americas,Dominican Republic,DOM,Reptile,2011,11,325,-70.6666666667,19
Americas,Haiti,HTI,Other,2011,60,940,-72.4166666667,19
Asia,Indonesia,IDN,Insect,2011,120,44927,114.252,-0.976
Europe,Portugal,PRT,Mammal,2011,55,449,-8,39.5
Africa,Cameroon,CMR,Fish,2011,38,411,12,6
Africa,Cameroon,CMR,Crustacean,2011,5,411,12,6
Africa,Madagascar,MDG,Mammal,2011,39,536,47,-20
Asia,Pakistan,PAK,Bird,2011,8,213,70,30
Europe,Spain,ESP,Other,2011,11,2633,-3.649,40.227
Europe,Germany,DEU,Insect,2011,90,3840,9,51
Asia,Laos,LAO,Reptile,2011,19,150,102.471,19.905
Asia,Laos,LAO,Amphibian,2011,62,150,102.471,19.905
Asia,Bangladesh,BGD,Mammal,2011,2,80,90,24
Americas,Colombia,COL,Shell,2011,11,2055,-73.076,3.9
Africa,Ethiopia,ETH,Mammal,2011,125,145,39.616,8.626
Asia,Iran,IRN,Mammal,2011,21,54,53,32
Europe,Russia,RUS,Mammal,2011,131,188,100,60
Oceania,New Zealand,NZL,Fish,2011,25,3241,174,-41
Americas,Guatemala,GTM,Reptile,2011,48,350,-90.25,15.5
Asia,Iran,IRN,Fish,2011,31,54,53,32
Americas,United States,USA,Bird,2011,54,866,-97,38
Africa,Egypt,EGY,Echinoderms,2011,11,197,30,27
Oceania,Cook Islands,COK,Shell,2011,27,28,-159.766666667,-21.2333333333
Asia,Philippines,PHL,Annelid,2011,37,23898,122,13
Europe,Czechia,CZE,Insect,2011,6,416,15.338,49.743
Americas,Jamaica,JAM,Shell,2011,40,143,-77.5,18.25
Americas,Jamaica,JAM,Coral,2011,3,143,-77.5,18.25
Americas,Jamaica,JAM,Echinoderms,2011,2,143,-77.5,18.25
Americas,Dominican Republic,DOM,Shell,2011,43,325,-70.6666666667,19
Europe,Italy,ITA,Amphibian,2011,11,30037,10.44,44.931
Africa,Swaziland,SWZ,Mammal,2011,17,24,31.5,-26.5
Europe,Netherlands,NLD,Reptile,2011,47,594,5.389,52.077
Asia,United Arab Emirates,ARE,Mammal,2011,61,142,54,24
Asia,United Arab Emirates,ARE,Bird,2011,46,142,54,24
Asia,Israel,ISR,Fish,2011,97,207,34.75,31.5
Africa,South Africa,ZAF,Crustacean,2011,3,29243,23.121,-30.558
Africa,Tanzania,TZA,Insect,2011,2,2491,35,-6
Americas,Panama,PAN,Fish,2011,28,158,-80.92,8.384
Africa,Uganda,UGA,Reptile,2011,2,164,32,1
Africa,Guinea,GIN,Fish,2011,87,131,-10,11
Asia,Cambodia,KHM,Mammal,2011,29,57,105,13
Oceania,Palau,PLW,Reptile,2011,32,107,134.5,7.5
Americas,Haiti,HTI,Coral,2011,75,940,-72.4166666667,19
Europe,France,FRA,Coral,2011,35,13318,2,46
Europe,Denmark,DNK,Fish,2011,23,219,10,56
Oceania,Palau,PLW,Shell,2011,43,107,134.5,7.5
Americas,Guatemala,GTM,Bird,2011,127,350,-90.25,15.5
Europe,Russia,RUS,Crustacean,2011,1,188,100,60
Oceania,Palau,PLW,Coral,2011,29,107,134.5,7.5
Americas,Barbados,BRB,Mammal,2011,2,44,-59.5333333333,13.1666666667
Asia,South Korea,KOR,Bird,2011,163,7716,128.103,36.504
Americas,Guyana,GUY,Amphibian,2011,7,721,-59,5
Asia,Japan,JPN,Insect,2011,55,9629,138,36
Africa,Congo - Kinshasa,COD,Fish,2011,152,251,25,0.0166666666667
Europe,Belgium,BEL,Bird,2011,71,432,4.664,50.643
Oceania,Solomon Islands,SLB,Shell,2011,16,1367,159,-8
Americas,Haiti,HTI,Amphibian,2011,8,940,-72.4166666667,19
Americas,Haiti,HTI,Reptile,2011,20,940,-72.4166666667,19
Europe,Spain,ESP,Crustacean,2011,9,2633,-3.649,40.227
Oceania,Papua New Guinea,PNG,Bird,2011,63,332,143.459,-5.949
Oceania,Papua New Guinea,PNG,Shell,2011,25,332,143.459,-5.949
Oceania,Papua New Guinea,PNG,Mammal,2011,14,332,143.459,-5.949
Europe,Slovakia,SVK,Mammal,2011,38,62,19.5,48.6666666667
Europe,Denmark,DNK,Shell,2011,47,219,10,56
Europe,Poland,POL,Mammal,2011,17,51,20,52
Asia,India,IND,Coral,2011,38,2438,79.619,22.881
Africa,Mauritius,MUS,Mammal,2011,44,61,57.583,-20.255
Americas,Haiti,HTI,Spider,2011,2,940,-72.4166666667,19
Oceania,Micronesia (Federated States of),FSM,Reptile,2011,34,199,158.235,6.883
Europe,Netherlands,NLD,Bird,2011,49,594,5.389,52.077
Africa,Kenya,KEN,Echinoderms,2011,2,1482,37.858,0.53
Oceania,New Zealand,NZL,Insect,2011,31,3241,174,-41
Americas,Brazil,BRA,Insect,2011,43,841,-53.089,-10.772
Asia,Japan,JPN,Bird,2011,33,9629,138,36
Europe,Croatia,HRV,Fish,2011,1,9,15.5,45.1666666667
Americas,British Virgin Islands,VGB,Reptile,2011,10,19,-64.39,18.483
Europe,Russia,RUS,Bird,2011,6,188,100,60
Americas,United States,USA,Coral,2011,2,866,-97,38
Americas,Cuba,CUB,Bird,2011,16,57,-80,21.5
Americas,Cuba,CUB,Mammal,2011,3,57,-80,21.5
Americas,El Salvador,SLV,Mammal,2011,33,338,-88.866,13.736
Americas,Panama,PAN,Shell,2011,20,158,-80.92,8.384
Asia,Laos,LAO,Insect,2011,11,150,102.471,19.905
Africa,Morocco,MAR,Bird,2011,1,27,-5,32
Oceania,Vanuatu,VUT,Fish,2011,61,113,167,-16
Europe,Macedonia,MKD,Mammal,2011,60,60,21.698,41.6
Europe,Germany,DEU,Coral,2011,13,3840,9,51
Americas,Argentina,ARG,Reptile,2011,117,877,-65.167,-35.377
Americas,Panama,PAN,Reptile,2011,22,158,-80.92,8.384
Americas,Panama,PAN,Amphibian,2011,22,158,-80.92,8.384
Europe,United Kingdom,GBR,Crustacean,2011,12,6657,-2,54
Asia,Saudi Arabia,SAU,Fish,2011,2,81,44.585,24.023
Africa,South Africa,ZAF,Insect,2011,21,29243,23.121,-30.558
Americas,Nicaragua,NIC,Other,2011,25,481,-85,13
Americas,Honduras,HND,Reptile,2011,17,77,-86.5,15
Asia,South Korea,KOR,Crustacean,2011,3,7716,128.103,36.504
Asia,Pakistan,PAK,Shell,2011,25,213,70,30
Americas,Bahamas,BHS,Bird,2011,10,165,-76,24.25
Americas,Argentina,ARG,Fish,2011,6,877,-65.167,-35.377
Africa,Kenya,KEN,Reptile,2011,14,1482,37.858,0.53
Europe,Hungary,HUN,Fish,2011,5,83,20,47
Europe,Bulgaria,BGR,Mammal,2011,9,23,25,43
Americas,Costa Rica,CRI,Reptile,2011,18,5888,-83.946,9.971
Asia,Malaysia,MYS,Amphibian,2011,10,1356,112.5,2.5
Asia,Thailand,THA,Spider,2011,30,10802,100.844,15.7
Europe,Germany,DEU,Crustacean,2011,36,3840,9,51
Africa,Cape Verde,CPV,Reptile,2011,5,8,-24,16
Europe,Spain,ESP,Coral,2011,38,2633,-3.649,40.227
Americas,Jamaica,JAM,Reptile,2011,6,143,-77.5,18.25
Africa,Mauritius,MUS,Reptile,2011,5,61,57.583,-20.255
Americas,Guyana,GUY,Bird,2011,55,721,-59,5
Asia,Taiwan,TWN,Other,2011,6,3649,120.946,23.754
Asia,Afghanistan,AFG,Bird,2011,40,70,65.216,33.677
Asia,South Korea,KOR,Coral,2011,8,7716,128.103,36.504
Asia,United Arab Emirates,ARE,Fish,2011,13,142,54,24
Oceania,Marshall Islands,MHL,Bird,2011,3,653,168,9
Oceania,Marshall Islands,MHL,Reptile,2011,2,653,168,9
Europe,United Kingdom,GBR,Other,2011,4,6657,-2,54
Asia,Israel,ISR,Insect,2011,14,207,34.75,31.5
Europe,United Kingdom,GBR,Coral,2011,39,6657,-2,54
Europe,United Kingdom,GBR,Plant,2011,7,6657,-2,54
Asia,Laos,LAO,Spider,2011,3,150,102.471,19.905
Asia,Cambodia,KHM,Fish,2011,2,57,105,13
Europe,Germany,DEU,Amphibian,2011,33,3840,9,51
Europe,Hungary,HUN,Reptile,2011,1,83,20,47
Europe,Hungary,HUN,Shell,2011,16,83,20,47
Europe,Switzerland,CHE,Coral,2011,24,16480,7.908,46.861
Europe,Hungary,HUN,Mammal,2011,32,83,20,47
Africa,Zambia,ZMB,Fish,2011,3,878,30,-15
Europe,Sweden,SWE,Reptile,2011,3,1052,15,62
Oceania,Solomon Islands,SLB,Fish,2011,37,1367,159,-8
Oceania,Solomon Islands,SLB,Other,2011,37,1367,159,-8
Europe,France,FRA,Plant,2011,2,13318,2,46
Oceania,Micronesia (Federated States of),FSM,Fish,2011,16,199,158.235,6.883
Asia,China,CHN,Insect,2011,352,20725,105,35
Europe,France,FRA,Amphibian,2011,9,13318,2,46
Asia,Vietnam,VNM,Plant,2011,14,3719,105.314,21.491
Europe,Austria,AUT,Bird,2011,22,456,13.3333333333,47.3333333333
Oceania,Papua New Guinea,PNG,Reptile,2011,114,332,143.459,-5.949
Africa,Cameroon,CMR,Bird,2011,16,411,12,6
Asia,Kyrgyzstan,KGZ,Mammal,2011,49,51,74.555,41.465
Americas,Argentina,ARG,Crustacean,2011,1,877,-65.167,-35.377
Americas,Cayman Islands,CYM,Reptile,2011,6,32,-81.198,19.314
Africa,Central African Republic,CAF,Mammal,2011,136,175,21,7
Africa,Central African Republic,CAF,Bird,2011,10,175,21,7
Africa,Central African Republic,CAF,Reptile,2011,9,175,21,7
Asia,Cambodia,KHM,Bird,2011,3,57,105,13
Americas,United States,USA,Crustacean,2011,3,866,-97,38
Americas,United States,USA,Other,2011,4,866,-97,38
Americas,Uruguay,URY,Fish,2011,18,46,-56.012,-32.8
Americas,British Virgin Islands,VGB,Mammal,2011,1,19,-64.39,18.483
Europe,Switzerland,CHE,Amphibian,2011,7,16480,7.908,46.861
Oceania,Vanuatu,VUT,Coral,2011,22,113,167,-16
Oceania,Vanuatu,VUT,Shell,2011,26,113,167,-16
Africa,Mozambique,MOZ,Mammal,2011,463,645,37.923,-14.422
Africa,Tanzania,TZA,Bird,2011,40,2491,35,-6
Africa,South Africa,ZAF,Amphibian,2011,32,29243,23.121,-30.558
Europe,France,FRA,Crustacean,2011,6,13318,2,46
Americas,Cayman Islands,CYM,Shell,2011,12,32,-81.198,19.314
Asia,Timor-Leste,TLS,Reptile,2011,30,61,125.916666667,-8.83333333333
Asia,Timor-Leste,TLS,Amphibian,2011,5,61,125.916666667,-8.83333333333
Oceania,Australia,AUS,Crustacean,2011,33,6542,133,-27
Oceania,Marshall Islands,MHL,Other,2011,32,653,168,9
Oceania,Marshall Islands,MHL,Crustacean,2011,32,653,168,9
Oceania,Fiji,FJI,Crustacean,2011,2,6863,177.974,-17.819
Europe,Italy,ITA,Insect,2011,29,30037,10.44,44.931
Americas,Brazil,BRA,Mammal,2011,63,841,-53.089,-10.772
Europe,Belgium,BEL,Reptile,2011,59,432,4.664,50.643
Europe,Austria,AUT,Shell,2011,13,456,13.3333333333,47.3333333333
Asia,Hong Kong SAR China,HKG,Plant,2011,2,25336,114.129,22.423
Americas,Colombia,COL,Mammal,2011,34,2055,-73.076,3.9
Americas,Costa Rica,CRI,Shell,2011,7,5888,-83.946,9.971
Europe,Romania,ROU,Mammal,2011,18,22,25,46
Americas,Uruguay,URY,Shell,2011,10,46,-56.012,-32.8
Asia,Turkey,TUR,Reptile,2011,26,143,35.179,39.061
Americas,Ecuador,ECU,Other,2011,10,825,-78.497,-1.385
Europe,Belgium,BEL,Fish,2011,14,432,4.664,50.643
Americas,Haiti,HTI,Echinoderms,2011,4,940,-72.4166666667,19
Europe,Croatia,HRV,Mammal,2011,8,9,15.5,45.1666666667
Europe,Norway,NOR,Echinoderms,2011,1,43,8.74,61.152
Americas,Greenland,GRL,Fish,2011,2,52,-40,72
Americas,Trinidad & Tobago,TTO,Reptile,2011,15,350,-61,11
Americas,Paraguay,PRY,Mammal,2011,10,96,-58,-23
Americas,Dominican Republic,DOM,Insect,2011,2,325,-70.6666666667,19
Europe,Bulgaria,BGR,Fish,2011,13,23,25,43
Africa,Nigeria,NGA,Reptile,2011,31,327,8,10
Americas,Costa Rica,CRI,Other,2011,3,5888,-83.946,9.971
Europe,Netherlands,NLD,Other,2011,3,594,5.389,52.077
Asia,Nepal,NPL,Shell,2011,3,15,83.939,28.253
Europe,Bosnia & Herzegovina,BIH,Mammal,2011,9,9,17.786,44.169
Asia,China,CHN,Annelid,2011,8,20725,105,35
Americas,United States,USA,Reptile,2011,144,866,-97,38
Africa,Benin,BEN,Reptile,2011,85,113,2.25,9.5
Asia,Turkey,TUR,Coral,2011,8,143,35.179,39.061
Americas,Cayman Islands,CYM,Crustacean,2011,1,32,-81.198,19.314
Africa,Madagascar,MDG,Reptile,2011,341,536,47,-20
Africa,Madagascar,MDG,Amphibian,2011,98,536,47,-20
Europe,Czechia,CZE,Bird,2011,8,416,15.338,49.743
Americas,Suriname,SUR,Fish,2011,7,471,-55.912,4.127
Americas,Chile,CHL,Echinoderms,2011,3,283,-71,-30
Asia,Malaysia,MYS,Coral,2011,3,1356,112.5,2.5
Europe,Estonia,EST,Insect,2011,2,5,25.793,58.674
Europe,Denmark,DNK,Other,2011,1,219,10,56
Asia,Laos,LAO,Shell,2011,1,150,102.471,19.905
Americas,Brazil,BRA,Crustacean,2011,2,841,-53.089,-10.772
Americas,Aruba,ABW,Shell,2011,6,13,-69.9666666667,12.5
Asia,Vietnam,VNM,Insect,2011,10,3719,105.314,21.491
Asia,Jordan,JOR,Shell,2011,7,27,36,31
Africa,Comoros,COM,Shell,2011,1,2,44.25,-12.1666666667
Europe,United Kingdom,GBR,Annelid,2011,8,6657,-2,54
Americas,Grenada,GRD,Reptile,2011,5,17,-61.678,12.118
Europe,Slovakia,SVK,Shell,2011,9,62,19.5,48.6666666667
Asia,Malaysia,MYS,Mammal,2011,12,1356,112.5,2.5
Asia,Iraq,IRQ,Bird,2011,50,71,44,33
Asia,Iraq,IRQ,Mammal,2011,4,71,44,33
Asia,Iraq,IRQ,Reptile,2011,4,71,44,33
Asia,Iraq,IRQ,Insect,2011,4,71,44,33
Europe,Belgium,BEL,Coral,2011,1,432,4.664,50.643
Africa,Ghana,GHA,Amphibian,2011,58,712,-1.207,7.96
Africa,Côte d’Ivoire,CIV,Reptile,2011,3,12,-5.556,7.632
Americas,Ecuador,ECU,Reptile,2011,11,825,-78.497,-1.385
Europe,Ireland,IRL,Shell,2011,15,54,-8,53
Africa,Mozambique,MOZ,Reptile,2011,49,645,37.923,-14.422
Americas,Bermuda,BMU,Shell,2011,1,27,-64.75,32.3333333333
Africa,Morocco,MAR,Fish,2011,1,27,-5,32
Americas,Peru,PER,Spider,2011,26,1971,-75.552,-9.326
Europe,Norway,NOR,Crustacean,2011,3,43,8.74,61.152
Asia,Afghanistan,AFG,Spider,2011,1,70,65.216,33.677
Africa,Tanzania,TZA,Fish,2011,21,2491,35,-6
Africa,South Africa,ZAF,Fish,2011,19,29243,23.121,-30.558
Europe,Switzerland,CHE,Spider,2011,22,16480,7.908,46.861
Americas,Costa Rica,CRI,Coral,2011,8,5888,-83.946,9.971
Asia,Kuwait,KWT,Shell,2011,9,48,47.376,29.476
Oceania,Palau,PLW,Mammal,2011,2,107,134.5,7.5
Europe,Poland,POL,Insect,2011,4,51,20,52
Europe,Czechia,CZE,Amphibian,2011,7,416,15.338,49.743
Europe,Iceland,ISL,Fish,2011,22,55,-18,65
Europe,Latvia,LVA,Fish,2011,2,5,25,57
Africa,Botswana,BWA,Bird,2011,12,573,23.815,-22.182
Americas,United States,USA,Fish,2011,91,866,-97,38
Americas,Trinidad & Tobago,TTO,Mammal,2011,2,350,-61,11
Americas,St. Kitts & Nevis,KNA,Shell,2011,11,110,-62.75,17.3333333333
Americas,Peru,PER,Reptile,2011,11,1971,-75.552,-9.326
Asia,Taiwan,TWN,Echinoderms,2011,13,3649,120.946,23.754
Africa,Swaziland,SWZ,Reptile,2011,6,24,31.5,-26.5
Europe,Greece,GRC,Echinoderms,2011,4,718,22,39
Americas,Curaçao,CUW,Fish,2011,33,105,-69,12.1666666667
Americas,Curaçao,CUW,Crustacean,2011,27,105,-69,12.1666666667
Oceania,Kiribati,KIR,Shell,2011,4,389,173,1.41666666667
Europe,Norway,NOR,Insect,2011,5,43,8.74,61.152
Americas,Panama,PAN,Coral,2011,3,158,-80.92,8.384
Europe,Germany,DEU,Other,2011,29,3840,9,51
Europe,Netherlands,NLD,Insect,2011,1,594,5.389,52.077
Asia,Turkey,TUR,Crustacean,2011,1,143,35.179,39.061
Oceania,Tonga,TON,Crustacean,2011,7,1461,-175,-20
Americas,Brazil,BRA,Other,2011,6,841,-53.089,-10.772
Europe,Italy,ITA,Crustacean,2011,3,30037,10.44,44.931
Africa,Uganda,UGA,Mammal,2011,148,164,32,1
Europe,Austria,AUT,Coral,2011,6,456,13.3333333333,47.3333333333
Asia,Afghanistan,AFG,Shell,2011,2,70,65.216,33.677
Asia,Lebanon,LBN,Mammal,2011,3,8,35.8333333333,33.8333333333
Africa,South Africa,ZAF,Spider,2011,6,29243,23.121,-30.558
Oceania,Fiji,FJI,Echinoderms,2011,7,6863,177.974,-17.819
Oceania,Micronesia (Federated States of),FSM,Other,2011,7,199,158.235,6.883
Americas,St. Kitts & Nevis,KNA,Bird,2011,1,110,-62.75,17.3333333333
Asia,Nepal,NPL,Coral,2011,2,15,83.939,28.253
Americas,Bolivia,BOL,Mammal,2011,11,105,-64.671,-16.715
Asia,Bhutan,BTN,Mammal,2011,13,30,90.429,27.415
Asia,Bhutan,BTN,Bird,2011,17,30,90.429,27.415
Americas,Bolivia,BOL,Fish,2011,6,105,-64.671,-16.715
Oceania,New Caledonia,NCL,Fish,2011,10,16,165.5,-21.5
Africa,Senegal,SEN,Insect,2011,2,109,-14.881,15.013
Africa,Senegal,SEN,Mammal,2011,2,109,-14.881,15.013
Americas,Dominican Republic,DOM,Amphibian,2011,22,325,-70.6666666667,19
Asia,Saudi Arabia,SAU,Mammal,2011,10,81,44.585,24.023
Asia,Saudi Arabia,SAU,Reptile,2011,2,81,44.585,24.023
Europe,Ukraine,UKR,Mammal,2011,4,8,32,49
Asia,Israel,ISR,Reptile,2011,4,207,34.75,31.5
Oceania,Australia,AUS,Spider,2011,10,6542,133,-27
Europe,Belgium,BEL,Spider,2011,1,432,4.664,50.643
Asia,South Korea,KOR,Insect,2011,48,7716,128.103,36.504
Africa,Malawi,MWI,Fish,2011,4,17,34,-13.5
Europe,Belgium,BEL,Amphibian,2011,1,432,4.664,50.643
Asia,Iran,IRN,Insect,2011,2,54,53,32
Asia,Indonesia,IDN,Spider,2011,9,44927,114.252,-0.976
Americas,United States,USA,Insect,2011,72,866,-97,38
Americas,Belize,BLZ,Insect,2011,13,489,-88.602,17.219
Europe,Greece,GRC,Coral,2011,2,718,22,39
Oceania,Fiji,FJI,Shell,2011,6,6863,177.974,-17.819
Europe,Liechtenstein,LIE,Reptile,2011,5,5,9.555,47.153
Asia,Saudi Arabia,SAU,Shell,2011,1,81,44.585,24.023
Europe,Norway,NOR,Mammal,2011,22,43,8.74,61.152
Africa,South Africa,ZAF,Shell,2011,37,29243,23.121,-30.558
Europe,Hungary,HUN,Crustacean,2011,2,83,20,47
