SPEC_CODE,C,O,F,Genus,Species,Subspecies,Common.Specific.1,Common.General.1,Taxa
DEAN,A,AU,DN,DENDROBATES,ANTHONYI, ,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DEAN,A,AU,DN,EPIPEDOBATES,ANTHONYI,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DEAN,A,AU,DN,PHYLLOBATES,ANTHONYI, ,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DEAR,A,AU,DN,DENDROBATES,ARBOREUS, ,POLKADOT,POISON-ARROW FROG,AMPHIBIAN
DEAU,A,AU,DN,HYLAPLESIA,AURATA,,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,HYLAPLESIA,TINCTORIA,LATIMACULATA,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,PHYLLOBATES,AURATUS,,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,DENDROBATES,LATIMACULATUS,,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,DENDROBATES,TINCTORIUS,AURATUS,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,DENDROBATES,TRIVITTATUS,AURATUS,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,DENDROBATES,AMOENUS,,DENDROBATES,AURATUS,AMPHIBIAN
DEAU,A,AU,DN,DENDROBATES,AURATUS, ,GREEN,POISON-ARROW FROG,AMPHIBIAN
DEAZ,A,AU,DN,DENDROBATES,AZUREUS, ,BLUE,POISON-ARROW FROG,AMPHIBIAN
DEBA,A,AU,DN,EPIPEDOBATES,BASSLERI, ,PLEASING,POISON-ARROW FROG,AMPHIBIAN
DEBA,A,AU,DN,PHYLLOBATES,BASSLERI,,EPIPEDOBATES,BASSLERI,AMPHIBIAN
DEBA,A,AU,DN,DENDROBATES,BASSLERI, ,EPIPEDOBATES,BASSLERI,AMPHIBIAN
DEBA,A,AU,DN,PHOBOBATES,BASSLERI,,EPIPEDOBATES,BASSLERI,AMPHIBIAN
DEBI,A,AU,DN,DENDROBATES,BIOLAT, ,BIOLAT,POISON-ARROW FROG,AMPHIBIAN
DEBO,A,AU,DN,EPIPEDOBATES,BOLIVIANUS, ,BOLIVIAN,POISON-ARROW FROG,AMPHIBIAN
DEBO,A,AU,DN,PROSTHERAPIS,BOLIVIANUS,,EPIPEDOBATES,BOLIVIANUS,AMPHIBIAN
DEBO,A,AU,DN,DENDROBATES,BOLIVIANUS, ,EPIPEDOBATES,BOLIVIANUS,AMPHIBIAN
DEBO,A,AU,DN,COLOSTETHUS,BOLIVIANUS,,EPIPEDOBATES,BOLIVIANUS,AMPHIBIAN
DEBO,A,AU,DN,PHYLLOBATES,BOLIVIANUS,,EPIPEDOBATES,BOLIVIANUS,AMPHIBIAN
DECA,A,AU,DN,DENDROBATES,CAPTIVUS, ,RIO SANTIAGO,POISON-ARROW FROG,AMPHIBIAN
DEES,A,AU,DN,EPIPEDOBATES,ESPINOSAI, ,TURQUOISE-BELLIED,POISON-ARROW FROG,AMPHIBIAN
DEES,A,AU,DN,PHYLLOBATES,ESPINOSAI, ,EPIPEDOBATES,ESPINOSAI,AMPHIBIAN
DEES,A,AU,DN,DENDROBATES,ESPINOSAI, ,EPIPEDOBATES,ESPINOSAI,AMPHIBIAN
DEFA,A,AU,DN,DENDROBATES,PHANTASTICUS,,DENDROBATES,FANTASTICUS,AMPHIBIAN
DEFA,A,AU,DN,DENDROBATES,FANTASTICUS, ,RED-HEADED,POISON-ARROW FROG,AMPHIBIAN
DEFE,A,AU,DN,EPIPEDOBATES,FEMORALIS, ,BRILLIANT-THIGHED,POISON-ARROW FROG,AMPHIBIAN
DEFE,A,AU,DN,PROSTHERAPIS,FEMORALIS,,EPIPEDOBATES,FEMORALIS,AMPHIBIAN
DEFE,A,AU,DN,DENDROBATES,FEMORALIS,,EPIPEDOBATES,FEMORALIS,AMPHIBIAN
DEFE,A,AU,DN,ALLOBATES,FEMORALIS,,EPIPEDOBATES,FEMORALIS,AMPHIBIAN
DEFE,A,AU,DN,PHYLLOBATES,FEMORALIS,,EPIPEDOBATES,FEMORALIS,AMPHIBIAN
DEFU,A,AU,DN,DENDROBATES,FULGURITUS, ,MINYOBATES,FULGURITUS,AMPHIBIAN
DEFU,A,AU,DN,MINYOBATES,FULGURITUS, ,YELLOW-BELLIED,POISON-ARROW FROG,AMPHIBIAN
DEGA,A,AU,DN,DENDROBATES,GALACTONOTUS, ,SPLASH-BACKED,POISON-ARROW FROG,AMPHIBIAN
DEGA,A,AU,DN,DENDROBATES,PARAENSIS,,DENDROBATES,GALACTONOTUS,AMPHIBIAN
DEGR,A,AU,DN,DENDROBATES,GRANULIFER,,DENDROBATES,GRANULIFERUS,AMPHIBIAN
DEGR,A,AU,DN,DENDROBATES,GRANULIFERUS, ,GRANULAR,POISON-ARROW FROG,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,HISTRIONICUS, ,RED-AND-BLACK,POISON-ARROW FROG,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,WITTEI,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,COCTEAUI,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,CONFLUENS,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,HISTRIONICUS,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,HISTRIONICA,,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,COCTAEI,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEHI,A,AU,DN,DENDROBATES,TINCTORIUS,COCTEANI,DENDROBATES,HISTRIONICUS,AMPHIBIAN
DEIM,A,AU,DN,DENDROBATES,IMITATOR, ,MIMIC,POISON-ARROW FROG,AMPHIBIAN
DEIM,A,AU,DN,DENDROBATES,SIRENSIS,,DENDROBATES,IMITATOR,AMPHIBIAN
DEIN,A,AU,DN,DENDROBATES,INGERI, ,EPIPEDOBATES,INGERI,AMPHIBIAN
DEIN,A,AU,DN,PHYLLOBATES,INGERI,,EPIPEDOBATES,INGERI,AMPHIBIAN
DEIN,A,AU,DN,EPIPEDOBATES,INGERI, ,BROTHER NICEFERO'S,POISON-ARROW FROG,AMPHIBIAN
DELA,A,AU,DN,DENDROBATES,LABIALIS, , ,POISON-ARROW FROG,AMPHIBIAN
DEMI,A,AU,DN,DENDROBATES,MINUTUS, ,MINYOBATES,MINUTUS,AMPHIBIAN
DEMI,A,AU,DN,DENDROBATES,SHREVEI,,MINYOBATES,MINUTUS,AMPHIBIAN
DEMI,A,AU,DN,MINYOBATES,MINUTUS, ,BLUE-BELLIED,POISON-ARROW FROG,AMPHIBIAN
DEMY,A,AU,DN,EPIPEDOBATES,MYERSI, ,MYERS',POISON-ARROW FROG,AMPHIBIAN
DEMY,A,AU,DN,DENDROBATES,MYERSI, ,EPIPEDOBATES,MYERSI,AMPHIBIAN
DEND,A,AU,DN,DENDROBATES,SPECIES, , ,POISON-ARROW FROG,AMPHIBIAN
DENM,A,AU,DN,DENDROBATES,MACULATUS, ,EPIPEDOBATES,MACULATUS,AMPHIBIAN
DENM,A,AU,DN,DENDROBATES,TRIVITTATUS,MACULATA,EPIPEDOBATES,MACULATUS,AMPHIBIAN
DENM,A,AU,DN,EPIPEDOBATES,MACULATUS, ,CONFUSING,POISON-ARROW FROG,AMPHIBIAN
DENR,A,AU,DN,EPIPEDOBATES,RUFULUS, ,GORZULA'S,POISON-ARROW FROG,AMPHIBIAN
DENR,A,AU,DN,DENDROBATES,RUFULUS,,EPIPEDOBATES,RUFULUS,AMPHIBIAN
DENS,A,AU,DN,DENDROBATES,SIRENSIS,,DENDROBATES,IMITATOR,AMPHIBIAN
DENS,A,AU,DN,DENDROBATES,IMITATOR, ,MIMIC,POISON-ARROW FROG,AMPHIBIAN
DEOC,A,AU,DN,DENDROBATES,OCCULTATOR, ,LA BREA,POISON-ARROW FROG,AMPHIBIAN
DEOP,A,AU,DN,MINYOBATES,OPISTHOMELAS, ,ANDEAN,POISON-ARROW FROG,AMPHIBIAN
DEOP,A,AU,DN,DENDROBATES,OPISTHOMELAS, ,MINYOBATES,OPISTHOMELAS,AMPHIBIAN
DEPA,A,AU,DN,EPIPEDOBATES,PARVULUS, ,RUBY,POISON-ARROW FROG,AMPHIBIAN
DEPA,A,AU,DN,PHYLLOBATES,PARVULUS,,EPIPEDOBATES,PARVULUS,AMPHIBIAN
DEPA,A,AU,DN,PROSTHERAPIS,FESTAE,,EPIPEDOBATES,PARVULUS,AMPHIBIAN
DEPA,A,AU,DN,DENDROBATES,PARVULUS, ,EPIPEDOBATES,PARVULUS,AMPHIBIAN
DEPA,A,AU,DN,COLOSTETHUS,FESTAE,,EPIPEDOBATES,PARVULUS,AMPHIBIAN
DEPA,A,AU,DN,PHYLLOBATES,FESTAE,,EPIPEDOBATES,PARVULUS,AMPHIBIAN
DEPE,A,AU,DN,PHYLLOBATES,PETERSI, ,EPIPEDOBATES,PETERSI,AMPHIBIAN
DEPE,A,AU,DN,DENDROBATES,PETERSI, ,EPIPEDOBATES,PETERSI,AMPHIBIAN
DEPE,A,AU,DN,EPIPEDOBATES,PETERSI, ,PERUVIAN,POISON-ARROW FROG,AMPHIBIAN
DEPI,A,AU,DN,EPIPEDOBATES,PICTUS, ,SPOT-LEGGED,POISON-ARROW FROG,AMPHIBIAN
DEPI,A,AU,DN,HYLAPLESIA,PICTA,,EPIPEDOBATES,PICTUS,AMPHIBIAN
DEPI,A,AU,DN,PHYLLOBATES,PICTUS,,EPIPEDOBATES,PICTUS,AMPHIBIAN
DEPI,A,AU,DN,DENDROBATES,PICTUS, ,EPIPEDOBATES,PICTUS,AMPHIBIAN
DEPI,A,AU,DN,DENDROBATES,EUCNEMIS,,EPIPEDOBATES,PICTUS,AMPHIBIAN
DEQU,A,AU,DN,DENDROBATES,QUINQUEVITTATUS, ,RIO MADEIRA,POISON-ARROW FROG,AMPHIBIAN
DEQU,A,AU,DN,DENDROBATES,TINCTORIUS,QUINQUEVITTATUS,DENDROBATES,QUINQUEVITTATUS,AMPHIBIAN
DEQU,A,AU,DN,DENDROBATES,TINCTORIUS,IGNEUS,DENDROBATES,QUINQUEVITTATUS,AMPHIBIAN
DER?,A,GY,CL,DERMOPHIS,SPECIES, ,MEXICAN,CAECILIAN,AMPHIBIAN
DERE,A,AU,DN,DENDROBATES,RETICULATUS, ,RETICULATED,POISON-ARROW FROG,AMPHIBIAN
DERM,A,AU,MI,DERMATONOTUS,MUELLERI,,MULLER'S TERMITE,FROG,AMPHIBIAN
DERY,A,AU,DN,EPIPEDOBATES,ERYTHROMOS, , ,POISON-ARROW FROG,AMPHIBIAN
DERY,A,AU,DN,DENDROBATES,ERYTHROMOS, ,EPIPEDOBATES,ERYTHROMOS,AMPHIBIAN
DESF,A,CX,PL,DESMOGNATHUS,FUSCUS, ,DUSKY,SALAMANDER,AMPHIBIAN
DESI,A,AU,DN,EPIPEDOBATES,SILVERSTONEI, ,SILVERSTONE'S,POISON-ARROW FROG,AMPHIBIAN
DESI,A,AU,DN,DENDROBATES,SILVERSTONEI, ,EPIPEDOBATES,SILVERSTONEI,AMPHIBIAN
DESI,A,AU,DN,PHOBOBATES,SILVERSTONEI,,EPIPEDOBATES,SILVERSTONEI,AMPHIBIAN
DESM,A,AU,DN,PHYLLOBATES,SMARAGDINUS, ,EPIPEDOBATES,SMARAGDINUS,AMPHIBIAN
DESM,A,AU,DN,DENDROBATES,SMARAGDINUS, ,EPIPEDOBATES,SMARAGDINUS,AMPHIBIAN
DESM,A,AU,DN,EPIPEDOBATES,SMARAGDINUS, ,EMERALD,POISON-ARROW FROG,AMPHIBIAN
DESP,A,AU,DN,DENDROBATES,SPECIOSUS, ,SPLENDID,POISON-ARROW FROG,AMPHIBIAN
DESP,A,AU,DN,HYLAPLESIA,SPECIOSA,,DENDROBATES,SPECIOSUS,AMPHIBIAN
DESQ,A,CX,PL,DESMOGNATHUS,QUADRAMACULATUS, ,BLACK-BELLIED,SALAMANDER,AMPHIBIAN
DEST,A,AU,DN,MINYOBATES,STEYERMARKI, ,DEMONIC,POISON-ARROW FROG,AMPHIBIAN
DEST,A,AU,DN,DENDROBATES,STEYERMARKI, ,MINYOBATES,STEYERMARKI,AMPHIBIAN
DETI,A,AU,DN,HYLAPLESIA,TINCTORIA,,DENDROBATES,TINCTORIUS,AMPHIBIAN
DETI,A,AU,DN,CALAMITA,TINCTORIUS,,DENDROBATES,TINCTORIUS,AMPHIBIAN
DETI,A,AU,DN,DENDROBATES,MACHADOI,,DENDROBATES,TINCTORIUS,AMPHIBIAN
DETI,A,AU,DN,DENDROBATES,TINCTORUM,,DENDROBATES,TINCTORIUS,AMPHIBIAN
DETI,A,AU,DN,DENDROBATES,TINCTORIUS, ,DYEING,POISON-ARROW FROG,AMPHIBIAN
DEVA,A,AU,DN,DENDROBATES,VANZOLINII, ,BRAZILIAN,POISON-ARROW FROG,AMPHIBIAN
DEZA,A,AU,DN,EPIPEDOBATES,ZAPARO, ,SANGUINE,POISON-ARROW FROG,AMPHIBIAN
DEZA,A,AU,DN,DENDROBATES,ZAPARO, ,EPIPEDOBATES,ZAPARO,AMPHIBIAN
DEZA,A,AU,DN,PHYLLOBATES,ZAPARO, ,EPIPEDOBATES,ZAPARO,AMPHIBIAN
DIJE,A,AU,DI,DISCOGLOSSUS,JEANNEAE, ,SPANISH PAINTED,FROG,AMPHIBIAN
DIJE,A,AU,DI,DISCOGLOSSUS,GALGANOI, ,DISCOGLOSSUS,JEANNEAE,AMPHIBIAN
DINI,A,AU,DI,DISCOGLOSSUS,NIGRIVENTER, ,ISRAEL PAINTED,FROG,AMPHIBIAN
DIPI,A,AU,DI,DISCOGLOSSUS,PICTUS, ,PAINTED,FROG,AMPHIBIAN
DIS#,A,AU,DI,DISCOGLOSSIDAE, , , ,FIRE-BELLIED TOADS,AMPHIBIAN
DISM,A,AU,DI,DISCOGLOSSUS,MONTALENTI, ,COSICA PAINTED,FROG,AMPHIBIAN
DLAM,A,AU,DN,DENDROBATES,LAMASI, ,PASCO,POISON-ARROW FROG,AMPHIBIAN
DLEH,A,AU,DN,DENDROBATES,LEHMANNI, ,RED-BANDED,POISON-ARROW FROG,AMPHIBIAN
DLEU,A,AU,DN,DENDROBATES,LEUCOMELAS, ,YELLOW-BANDED,POISON-ARROW FROG,AMPHIBIAN
DMEX,A,GY,CL,DERMOPHIS,MEXICANUS,,MEXICAN,CAECILIAN,AMPHIBIAN
DMYS,A,AU,DN,DENDROBATES,MYSTERIOSUS, ,MARANON,POISON-ARROW FROG,AMPHIBIAN
DPUL,A,AU,DN,EPIPEDOBATES,PULCHRIPECTUS, ,BEAUTIFUL-BREASTED,POISON-ARROW FROG,AMPHIBIAN
DPUL,A,AU,DN,PHYLLOBATES,PULCHRIPECTUS, ,EPIPEDOBATES,PULCHRIPECTUS,AMPHIBIAN
DPUL,A,AU,DN,DENDROBATES,PULCHRIPECTUS, ,EPIPEDOBATES,PULCHRIPECTUS,AMPHIBIAN
DPUM,A,AU,DN,DENDROBATES,TYPOGRAPHICUS,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,HYLAPLESIA,PUMILIO,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,HYLAPLESIA,TYPOGRAPHA,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,DENDROBATES,GALINDOI,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,DENDROBATES,IGNITUS,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,DENDROBATES,TYPOGRAPHUS,,DENDROBATES,PUMILIO,AMPHIBIAN
DPUM,A,AU,DN,DENDROBATES,PUMILIO, ,STRAWBERRY,POISON-ARROW FROG,AMPHIBIAN
DSC?,A,AU,DI,DISCOGLOSSUS,SPECIES, ,PAINTED,FROG,AMPHIBIAN
DSM?,A,CX,PL,DESMOGNATHUS,SPECIES, ,DUSKY,SALAMANDER,AMPHIBIAN
DTRI,A,AU,DN,PHYLLOBATES,ANTHONYI,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,PHYLLOBATES,TRICOLOR,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,PROSTHERAPIS,TRICOLOR,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,COLOSTETHUS,PARADOXUS,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,DENDROBATES,ANTHONYI,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,EPIPEDOBATES,BICOLOR,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,DENDROBATES,TRICOLOR, ,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,EPIPEDOBATES,ANTHONYI,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,COLOSTETHUS,ANTHONYI,,EPIPEDOBATES,TRICOLOR,AMPHIBIAN
DTRI,A,AU,DN,EPIPEDOBATES,TRICOLOR, ,PHANTASMAL,POISON-ARROW FROG,AMPHIBIAN
DTRU,A,AU,DN,DENDROBATES,TRUNCATUS, ,YELLOW-STRIPED,POISON-ARROW FROG,AMPHIBIAN
DTRU,A,AU,DN,HYLAPLESIA,TRUNCATA,,DENDROBATES,TRUNCATUS,AMPHIBIAN
DTRU,A,AU,DN,PHYLLOBATES,TRUNCATUS,,DENDROBATES,TRUNCATUS,AMPHIBIAN
DTRV,A,AU,DN,PHYLLOBATES,TRIVITTATUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,DENDROBATES,OBSCURUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,DENDROBATES,TETRAVITTATUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,PHOBOBATES,TRIVITTATUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,DENDROBATES,TRIVITTATUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,DENDROBATES,NIGERRIMA,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,DENDROBATES,NIGERRIMUS,,EPIPEDOBATES,TRIVITTATUS,AMPHIBIAN
DTRV,A,AU,DN,EPIPEDOBATES,TRIVITTATUS, ,THREE-STRIPED,POISON-ARROW FROG,AMPHIBIAN
DVAR,A,AU,DN,DENDROBATES,VENTRIMACULATUS, ,AMAZONIAN,POISON-ARROW FROG,AMPHIBIAN
DVAR,A,AU,DN,DENDROBATES,MINUTUS,VENTRIMACULATUS,DENDROBATES,VENTRIMACULATUS,AMPHIBIAN
DVAR,A,AU,DN,DENDROBATES,VARIABILIS,,DENDROBATES,VENTRIMACULATUS,AMPHIBIAN
DVEN,A,AU,DN,DENDROBATES,VENTRIMACULATUS,,AMAZONIAN,POISON-ARROW FROG,AMPHIBIAN
DVEN,A,AU,DN,DENDROBATES,MINUTUS,VENTRIMACULATUS,DENDROBATES,VENTRIMACULATUS,AMPHIBIAN
DVEN,A,AU,DN,DENDROBATES,VARIABILIS,,DENDROBATES,VENTRIMACULATUS,AMPHIBIAN
DVIC,A,AU,DN,DENDROBATES,VICENTEI,,,POISON-ARROW FROG,AMPHIBIAN
DVIR,A,AU,DN,MINYOBATES,VIRIDIS, ,GREEN,POISON-ARROW FROG,AMPHIBIAN
DVIR,A,AU,DN,DENDROBATES,VIRIDIS, ,MINYOBATES,VIRIDIS,AMPHIBIAN
DWF?,A,AU,LE,PHYSALAEMUS,SPECIES,,DWARF,FROG,AMPHIBIAN
DWS?,A,CX,SI,PSEUDOBRANCHUS,SPECIES,,DWARF,SIREN,AMPHIBIAN
DYAN,A,AU,MI,DYSCOPHUS,ANTONGILII, ,TOMATO,FROG,AMPHIBIAN
DYAN,A,AU,MI,DYSCOPHUS,INSULARIS,PALLIDUS,DYSCOPHUS,ANTONGILII,AMPHIBIAN
DYAN,A,AU,MI,DYSCOPHUS,SANGUINEUS,,DYSCOPHUS,ANTONGILII,AMPHIBIAN
DYAN,A,AU,MI,DISCOPHUS,ANTONGILI, ,DYSCOPHUS,ANTONGILII,AMPHIBIAN
DYAN,A,AU,MI,DISCOPHUS,ANTONGILII,,DYSCOPHUS,ANTONGILII,AMPHIBIAN
DYAN,A,AU,MI,DYSCOPHUS,INSULARIS,ANTONGILII,DYSCOPHUS,ANTONGILII,AMPHIBIAN
DYGU,A,AU,MI,DYSCOPHUS,GUINETI,,SAMBAVA TOMATO,FROG,AMPHIBIAN
DYIN,A,AU,MI,DYSCOPHUS,INSULARIS, ,ANTSOUHY TOMATO,FROG,AMPHIBIAN
DYS?,A,AU,MI,DYSCOPHUS,SPECIES, ,TOMATO,FROG,AMPHIBIAN
DYS?,A,AU,MI,DISCOPHUS,SPECIES,,DYSCOPHUS,SPECIES,AMPHIBIAN
EARF,A,AU,RD,PHRYNOBATRACHUS,AURITUS,,EARED RIVER,FROG,AMPHIBIAN
ECAI,A,AU,DN,EPIPEDOBATES,CAINARACHI,,,POISON-ARROW FROG,AMPHIBIAN
ECAI,A,AU,DN,EPIPEDOBATES,ARDENS,,EPIPEDOBATES,CAINARACHI,AMPHIBIAN
EDB?,A,AU,DN,EPIPEDOBATES,SPECIES,,,POISON-ARROW FROG,AMPHIBIAN
EDB?,A,AU,DN,ALLOBATES,SPECIES,,EPIPEDOBATES,SPECIES,AMPHIBIAN
EDB?,A,AU,DN,PHOBOBATES,SPECIES,,EPIPEDOBATES,SPECIES,AMPHIBIAN
ELAL,A,AU,LE,ELEUTHERODACTYLUS,ALTAMAZONICUS,,AMAZON ROBBER,FROG,AMPHIBIAN
ELBR,A,AU,LE,ELEUTHERODACTYLUS,BRANSFORDII,,BRANSFORD'S ROBBER,FROG,AMPHIBIAN
ELC?,A,AU,RD,EUPHLYCTIS,SPECIES,,SIX-FINGERED,FROG,AMPHIBIAN
ELCO,A,AU,LE,ELEUTHERODACTYLUS,COOKI, , ,GUAJON,AMPHIBIAN
ELE?,A,AU,LE,ELEUTHERODACTYLUS,SPECIES, ,ROBBER,FROG,AMPHIBIAN
ELEB,A,AU,LE,ELEUTHERODACTYLUS,BIPORCATUS,,VERAGUA ROBBER,FROG,AMPHIBIAN
ELEC,A,AU,LE,ELEUTHERODACTYLUS,CRASSIDIGITUS,,ISLA BONITA ROBBER,FROG,AMPHIBIAN
ELED,A,AU,LE,ELEUTHERODACTYLUS,DIASTEMA,,CARETTA ROBBER,FROG,AMPHIBIAN
ELES,A,AU,LE,ELEUTHERODACTYLUS,STEJNEGERIANUS,,STEJNEGER'S ROBBER,FROG,AMPHIBIAN
ELFI,A,AU,LE,ELEUTHERODACTYLUS,FITZINGERI,,FITZINGER'S ROBBER,FROG,AMPHIBIAN
ELGR,A,AU,LE,ELEUTHERODACTYLUS,GRACILIS,,PICHINDE ROBBER,FROG,AMPHIBIAN
ELJA,A,AU,LE,ELEUTHERODACTYLUS,JASPERI, ,GOLDEN,COQUI,AMPHIBIAN
ELPU,A,AU,LE,ELEUTHERODACTYLUS,PUNCTARIOLUS,,BOB'S ROBBER,FROG,AMPHIBIAN
EPBI,A,AU,DN,EPIPEDOBATES,BILINGUIS,,,POISON-ARROW FROG,AMPHIBIAN
EPFL,A,AU,DN,EPIPEDOBATES,FLAVOPICTUS,,,POISON-ARROW FROG,AMPHIBIAN
EPFL,A,AU,DN,PHYLLOBATES,PICTUS,,EPIPEDOBATES,FLAVOPICTUS,AMPHIBIAN
EPFL,A,AU,DN,PROSTHERAPIS,FLAVOPICTA,,EPIPEDOBATES,FLAVOPICTUS,AMPHIBIAN
EPFL,A,AU,DN,DENDROBATES,FLAVOPICTUS,,EPIPEDOBATES,FLAVOPICTUS,AMPHIBIAN
EPFL,A,AU,DN,DENDROBATES,PICTUS,FLAVOPICTUS,EPIPEDOBATES,FLAVOPICTUS,AMPHIBIAN
EPFL,A,AU,DN,HYLAPLESIA,FLAVOPICTA,,EPIPEDOBATES,FLAVOPICTUS,AMPHIBIAN
EPHA,A,AU,DN,EPIPEDOBATES,HAHNELI,,,POISON-ARROW FROG,AMPHIBIAN
EPHA,A,AU,DN,DENDROBATES,HAHNELI,,EPIPEDOBATES,HAHNELI,AMPHIBIAN
EPHA,A,AU,DN,DENDROBATES,PICTUS,HAHNELI,EPIPEDOBATES,HAHNELI,AMPHIBIAN
EPIB,A,AU,DN,EPIPEDOBATES,BRACCATUS,,,POISON-ARROW FROG,AMPHIBIAN
EPIB,A,AU,DN,DENDROBATES,BRACCATUS,,EPIPEDOBATES,BRACCATUS,AMPHIBIAN
EPIB,A,AU,DN,DENDROBATES,PICTUS,BRACCATUS,EPIPEDOBATES,BRACCATUS,AMPHIBIAN
EPIR,A,AU,DN,EPIPEDOBATES,RUBRIVENTRIS,,,POISON-ARROW FROG,AMPHIBIAN
EPMC,A,AU,DN,EPIPEDOBATES,MACERO,,,POISON-ARROW FROG,AMPHIBIAN
EPPL,A,AU,DN,EPIPEDOBATES,PLANIPALEAE,,,POISON-ARROW FROG,AMPHIBIAN
EPSI,A,AU,DN,EPIPEDOBATES,SIMULANS,,,POISON-ARROW FROG,AMPHIBIAN
ERAY,A,AU,LE,ELEUTHERODACTYLUS,RAYO,,SABANA ROBBER,FROG,AMPHIBIAN
EULO,A,CX,PL,EURYCEA,LONGICAUDA, ,LONG-TAILED,SALAMANDER,AMPHIBIAN
EUNA,A,CX,PL,EURYCEA,NANA, ,SAN MARCOS,SALAMANDER,AMPHIBIAN
EUR?,A,CX,PL,EURYCEA,SPECIES, , ,SALAMANDER,AMPHIBIAN
EURB,A,CX,PL,EURYCEA,BISLINEATA,,NORTHERN TWO-LINED,SALAMANDER,AMPHIBIAN
EUSO,A,CX,PL,EURYCEA,SOSORUM, ,BARTON SPRINGS,SALAMANDER,AMPHIBIAN
GAPE,A,AU,HY,GASTROTHECA,PERUANA,,PERU MARSUPIAL,FROG,AMPHIBIAN
GAS?,A,AU,HY,GASTROTHECA,SPECIES, ,MARSUPIAL,FROG,AMPHIBIAN
GEG?,A,GY,CL,GEGENEOPHIS,SPECIES,,,CAECILIAN,AMPHIBIAN
GEGC,A,GY,CL,GEGENEOPHIS,CARNOSUS,,PERIAH PEAK,CAECILIAN,AMPHIBIAN
GIGO,A,AU,RD,CONRAUA,GOLIATH, ,GOLIATH,FROG,AMPHIBIAN
GIGO,A,AU,RD,GIGANTORANA,GOLIATH, ,CONRAUA,GOLIATH,AMPHIBIAN
GIGO,A,AU,RD,RANA,GOLIATH, ,CONRAUA,GOLIATH,AMPHIBIAN
GMAR,A,AU,HY,GASTROTHECA,MARSUPIATA, ,COMMON MARSUPIAL,FROG,AMPHIBIAN
GMON,A,AU,HY,GASTROTHECA,MONTICOLA, ,MOUNTAIN MARSUPIAL,FROG,AMPHIBIAN
GTF?,A,AU,HY,PHRYNOHYAS,SPECIES,,GOLDEN-EYED TREE,FROG,AMPHIBIAN
GYPO,A,CX,PL,GYRINOPHILUS,PORPHYRITICUS, ,SPRING,SALAMANDER,AMPHIBIAN
GYR?,A,CX,PL,GYRINOPHILUS,SPECIES, ,CAVE,SALAMANDER,AMPHIBIAN
